                  tryhsui       deprmd     depsleep  depsleepcat      depinter
psynosp      0.976789105  0.970681120  0.968957663  0.970651094  0.972215157
moodnosp     0.978291088  0.972174893  0.970458037  0.972133038  0.973708454
deppsyc      0.978291220  0.972174949  0.970458997  0.972133762  0.973708620
deppsyp      0.978288561  0.972173122  0.970457009  0.972133352  0.973707002
bulpurgc     0.982770762  0.976596997  0.977977753  0.976540394  0.978122893
bulpurgp     0.982753783  0.976583915  0.977962007  0.976529152  0.978109332
bulnonpc     0.982774239  0.976631534  0.978012038  0.976574844  0.978125079
bulnonpp     0.982770862  0.976630687  0.978008735  0.976573678  0.978123662
anbingec     0.984304463  0.978154303  0.979548658  0.978085665  0.979647716
anbingep     0.982769946  0.976628237  0.978008409  0.976573214  0.978122726
anrestrc     0.984305101  0.978154303  0.979548341  0.978085665  0.979647716
anrestrp     0.982766262  0.976625485  0.978004193  0.976569674  0.978120231
genanxc      0.982726411  0.976638209  0.977999312  0.976623191  0.981258884
genanxp      0.981227989  0.975121008  0.976499216  0.975117133  0.976608644
ganxgenc     0.987430466  0.981272334  0.982650425  0.981254104  0.982798156
ganxgenp     0.987430158  0.981272078  0.982650387  0.981253611  0.982797826
gadsubc      0.987430620  0.981272143  0.982650444  0.981254033  0.982798321
gadsubp      0.987430312  0.981271888  0.982650406  0.981253540  0.982797991
addkidc      0.703668861  0.698307442  0.700510537  0.697506344  0.698921563
addkidp      0.742052929  0.736627641  0.738588348  0.736069605  0.737607725
addadltc     0.967610866  0.961545471  0.962863290  0.961401572  0.963037864
addadltp     0.967602725  0.961539663  0.962857424  0.961395183  0.963031392
                 typeiip     clinstat      manlast      deppast      mangenc
tryhsui      0.066003287 -0.015569037  0.006785313  0.006880545  0.064731078
deprmd      -0.079222574 -0.078196894  0.005597438  0.069389640 -0.079190375
depsleep     0.032162895 -0.008255036  0.035157710  0.024325119  0.032605480
depsleepcat  0.027836590  0.072626579  0.044409345  0.028621940  0.029069241
depinter     0.051011125  0.054336565  0.023398658  0.049343127  0.051016118
depguilt     0.027041949  0.016425059  0.020934655  0.057778868  0.026778371
depconcn    -0.012984076  0.027508894  0.058690485  0.032650376 -0.013049336
depappet    -0.010640191  0.004970934  0.024515661  0.023218867 -0.010626587
deppmr      -0.002596904 -0.011213493  0.024997577  0.037796455 -0.018642194
dage1st      0.084559778 -0.011790065  0.196306707  0.244057984  0.081223980
dage1stcat   0.084600984 -0.021071238  0.187548893  0.235774069  0.081199677
mage1st      0.096953975  0.021377799  0.271861607  0.197566043  0.098325894
mage1stcat   0.095341240  0.009847976  0.265783793  0.195540232  0.096333772
depsi        0.011699188 -0.027946042  0.031658246  0.021019636  0.011952918
depsicat    -0.082723889 -0.068559558  0.004259205  0.060300070 -0.082560266
depenerg    -0.008469119  0.047003140  0.027615285  0.061052567 -0.008144214
depsev       0.011493637 -0.210349914 -0.015775444 -0.042571569  0.011862106
depse        0.035237237  0.017102389  0.094940447  0.063451840  0.035451396
depdist      0.014615512  0.003652353  0.020266859  0.039798508  0.014483920
deppma      -0.003283317 -0.015946338  0.073675240  0.090760732 -0.003008891
elvselfe    -0.017614384  0.038073823  0.043522839  0.039581637 -0.017161060
hxsui        0.150603931  0.025952062  0.148764329  0.144199874  0.155706851
elvsleep    -0.009581881 -0.005039603  0.054502898  0.040067720 -0.009810896
elvtalk     -0.011165099  0.012789586  0.042218343  0.038620815 -0.010752636
elvfoi      -0.017540263  0.000442728  0.027763740  0.044558555 -0.016678764
elvdistr    -0.018223672 -0.026564845  0.027772486  0.020105246 -0.018005188
elvgdact    -0.022338541  0.014284359  0.064360857  0.050054749 -0.021988627
elvhrb      -0.013230743  0.001922630  0.031248897  0.021872308 -0.013207604
elvpma       0.005940565 -0.010107136  0.051437194  0.070439786 -0.008282703
majdepc      0.990340033  0.013219880  0.050566559  0.092604355  0.995145872
majdepp      0.988884253  0.019883301  0.051785235  0.092182847  0.993682815
moodgenc     0.993633423  0.017984601  0.052016443  0.095037949  0.998425516
moodgenp     0.993632278  0.017642241  0.052012332  0.095045733  0.998424171
moodsubc     0.992075562  0.017102203  0.054587240  0.096992967  0.996856042
moodsubp     0.992070792  0.016757029  0.054589563  0.096974371  0.996851731
manicc       0.995142974  0.018709026  0.051314262  0.094132213  0.999973699
hmanicc      0.992050500  0.019560213  0.047714346  0.090853160  0.993706549
manicp       0.990200350  0.021309080  0.048815846  0.089055561  0.992018916
hmanicp      0.992055642  0.019331135  0.047592566  0.090524936  0.993617094
typeiic      0.999963162  0.019767253  0.048117394  0.094072796  0.995229927
typeiip      1.000000000  0.020630218  0.047930255  0.094243293  0.995208714
clinstat     0.020630218  1.000000000  0.017277580  0.032575874  0.018711032
manlast      0.047930255  0.017277580  1.000000000  0.411352581  0.051669001
deppast      0.094243293  0.032575874  0.411352581  1.000000000  0.094513496
mangenc      0.995208714  0.018711032  0.051669001  0.094513496  1.000000000
mangenp      0.995207878  0.018707756  0.051680211  0.094527441  0.999999359
hypogenc     0.995208824  0.018723207  0.051671803  0.094517236  0.999999840
hypogenp     0.995208100  0.018738602  0.051656495  0.094510315  0.999999040
mansubc      0.995207460  0.018745099  0.051688807  0.094458315  0.999999040
mansubp      0.995193148  0.018754247  0.051725856  0.094427281  0.999985958
hyposubc     0.995208198  0.018730495  0.051683801  0.094528709  0.999999359
hyposubp     0.995207182  0.018717788  0.051599914  0.094496459  0.999987633
anxdisc      0.988917648  0.019211271  0.052317881  0.095536601  0.993700448
anxdisp      0.988916387  0.019123210  0.052338514  0.095546457  0.993698370
anxsubc      0.988919032  0.019244764  0.052306272  0.095564438  0.993702154
anxsubp      0.988917587  0.019264235  0.052332636  0.095569236  0.993701102
pdnoagc      0.985765417  0.020360370  0.049370201  0.095495353  0.990536504
pdnoagp      0.985753389  0.020167389  0.049197069  0.095606890  0.990520571
pdagorc      0.985751151  0.020068376  0.049420730  0.095419270  0.990522693
pdagorp      0.985733516  0.019760429  0.049458137  0.095153055  0.990503848
agorc        0.985727244  0.020316802  0.048890987  0.095424781  0.990500678
agorp        0.985717299  0.020427896  0.048870269  0.095518998  0.990490305
phobiac      0.979531869  0.019949608  0.053339578  0.103424487  0.984279916
phobiap      0.979521857  0.021573120  0.053275372  0.103456756  0.984264764
ocdcur       0.988873568  0.019433363  0.047914727  0.092233283  0.990518241
ocdc         0.976395341  0.018230618  0.056827349  0.100810607  0.981168396
ocdpast      0.988864677  0.019510681  0.047985245  0.092366548  0.990507990
ocdp         0.977916284  0.018886014  0.057282738  0.101459385  0.982699225
ocdgenc      0.977948595  0.017791507  0.057259796  0.101597725  0.982735516
ocdgenp      0.979484339  0.018404037  0.057658441  0.102054546  0.984283743
ocdsubc      0.977948595  0.017807729  0.057258899  0.101596965  0.982735516
ocdsubp      0.979484180  0.018414576  0.057665297  0.102065187  0.984283410
ptsdcur      0.988836559  0.019049677  0.047590488  0.092311848  0.990516584
ptsdc        0.970441316  0.020391871  0.051328323  0.100200179  0.975155224
ptsdpast     0.988814259  0.018972654  0.047392815  0.092388871  0.990493108
ptsdp        0.971913700  0.020901164  0.051453165  0.100809046  0.976634811
alcdepc      0.976467441  0.017033568  0.055866100  0.099636632  0.981226939
alcdepp      0.976430918  0.016528500  0.055715654  0.101745399  0.981184396
alcabusc     0.979543834  0.018536217  0.053677913  0.098564231  0.981131940
alcabusp     0.977960520  0.016810240  0.052963423  0.100445528  0.979530501
drugdepc     0.968960813  0.016137474  0.059977872  0.099864390  0.973662188
drugdepp     0.967440842  0.016475470  0.056305943  0.101475496  0.972097894
drugabc      0.968958089  0.016464888  0.053960771  0.095033379  0.970521633
drugabp      0.974959651  0.016819653  0.049345795  0.094376337  0.976484991
psychp       0.972186012  0.021522539  0.053530657  0.098813902  0.976885174
bpsychp      0.972196405  0.021500424  0.053369619  0.101359253  0.976893909
ipsychp      0.972092656  0.023308129  0.054037875  0.099280992  0.973697582
psychc       0.973679966  0.020454030  0.053795533  0.099296459  0.978390466
bpsychc      0.972196817  0.021484470  0.053358889  0.101345103  0.976894443
ipsychc      0.972169822  0.020855818  0.056305969  0.101135170  0.976874446
schizc       0.973682644  0.020477459  0.053814921  0.099349144  0.978392200
schizp       0.973682097  0.020481429  0.053822310  0.099359164  0.978391799
schaffc      0.972195545  0.021456321  0.053351035  0.101294185  0.976893509
schaffp      0.972194546  0.021484206  0.053347809  0.101299880  0.976892314
schphrc      0.972196817  0.021497286  0.053388398  0.101319584  0.976894443
schphrp      0.972196817  0.021497286  0.053388398  0.101319584  0.976894443
deldisc      0.972196817  0.021490878  0.053388989  0.101344603  0.976894443
deldisp      0.972196453  0.021498855  0.053393911  0.101351177  0.976894176
psygenc      0.972196999  0.021491696  0.053385642  0.101341190  0.976894577
psygenp      0.972196720  0.021500424  0.053400603  0.101358002  0.976893909
psysubc      0.972196635  0.021506080  0.053391155  0.101348015  0.976894309
psysubp      0.972189778  0.021484363  0.053406317  0.101340655  0.976887223
psynosc      0.972194412  0.021475412  0.053258596  0.101222666  0.976892446
psynosp      0.972190389  0.021525323  0.053268122  0.101139413  0.976888126
moodnosp     0.973681733  0.020483006  0.053803010  0.099317916  0.978391532
deppsyc      0.973681964  0.020482245  0.053764894  0.099308648  0.978391933
deppsyp      0.973679917  0.020417825  0.053827449  0.099382624  0.978389274
bulpurgc     0.978119075  0.017878901  0.052447349  0.099374186  0.982846015
bulpurgp     0.978105125  0.017705619  0.052397291  0.099516726  0.982828577
bulnonpc     0.978121529  0.017962145  0.052481954  0.099370092  0.982849376
bulnonpp     0.978119274  0.017920066  0.052464570  0.099407950  0.982846385
anbingec     0.979642025  0.018911046  0.049935270  0.097364729  0.984382345
anbingep     0.978119565  0.017957173  0.052378279  0.099338984  0.982846138
anrestrc     0.979641707  0.018894886  0.049965335  0.097389209  0.984382345
anrestrp     0.978115020  0.017963449  0.052421626  0.099388975  0.982841758
genanxc      0.981251708  0.018976540  0.054294556  0.097281915  0.982830392
genanxp      0.976604145  0.017532322  0.056977367  0.101896981  0.981298750
ganxgenc     0.982789979  0.017623919  0.053018253  0.097428049  0.987509988
ganxgenp     0.982789606  0.017628759  0.053024117  0.097435470  0.987509713
gadsubc      0.982790166  0.017631195  0.053015768  0.097423835  0.987510126
gadsubp      0.982789793  0.017636035  0.053021632  0.097431255  0.987509851
addkidc      0.699167206  0.031184909  0.040466126  0.052974953  0.703745103
addkidp      0.737793638  0.030086252  0.047884247  0.071829396  0.742151452
addadltc     0.962988547  0.016221655  0.058000893  0.102547157  0.967668804
addadltp     0.962980806  0.016068477  0.058069915  0.102789920  0.967660430
                 mangenp     hypogenc     hypogenp      mansubc      mansubp
tryhsui      0.064760708  0.064724004  0.064765868  0.064707941  0.064673892
deprmd      -0.079191388 -0.079199944 -0.079210805 -0.079229344 -0.079199125
depsleep     0.032616824  0.032603882  0.032605046  0.032603902  0.032664770
depsleepcat  0.029064655  0.029063775  0.029046811  0.029084823  0.029152639
depinter     0.051016087  0.051017369  0.051022615  0.051017581  0.050843303
depguilt     0.026783017  0.026778693  0.026780861  0.026781421  0.026724781
depconcn    -0.013047279 -0.013047869 -0.013041487 -0.013045298 -0.013006416
depappet    -0.010629688 -0.010626064 -0.010622294 -0.010626910 -0.010589899
deppmr      -0.018637917 -0.018641947 -0.018639068 -0.018641123 -0.018580933
dage1st      0.081238948  0.081194384  0.081200842  0.081209056  0.081293394
dage1stcat   0.081212581  0.081169116  0.081178681  0.081180923  0.081262655
mage1st      0.098294932  0.098290810  0.098293583  0.098299420  0.098394856
mage1stcat   0.096305509  0.096296939  0.096303961  0.096306215  0.096407586
depsi        0.011955384  0.011952740  0.011953119  0.011953119  0.011990895
depsicat    -0.082562994 -0.082570547 -0.082567251 -0.082603717 -0.082583364
depenerg    -0.008147655 -0.008142761 -0.008135498 -0.008134342 -0.008125088
depsev       0.011855682  0.011865999  0.011863941  0.011839580  0.011775652
depse        0.035450350  0.035452525  0.035457476  0.035457824  0.035501570
depdist      0.014485523  0.014483985  0.014487667  0.014488337  0.014518985
deppma      -0.003006224 -0.003008536 -0.003005826 -0.003003022 -0.002946416
elvselfe    -0.017162506 -0.017158603 -0.017154775 -0.017153366 -0.017136554
hxsui        0.155712240  0.155707947  0.155713928  0.155714934  0.155774819
elvsleep    -0.009809966 -0.009813899 -0.009815972 -0.009812737 -0.009799692
elvtalk     -0.010754075 -0.010751367 -0.010749909 -0.010749909 -0.010730471
elvfoi      -0.016680099 -0.016676449 -0.016674056 -0.016673349 -0.016656885
elvdistr    -0.018005672 -0.018006013 -0.018003100 -0.018001693 -0.017998490
elvgdact    -0.021985940 -0.021988042 -0.021985463 -0.021983037 -0.021929405
elvhrb      -0.013207030 -0.013207461 -0.013204193 -0.013202918 -0.013179397
elvpma      -0.008426130 -0.008282490 -0.008278849 -0.008276272 -0.008371729
majdepc      0.995145455  0.995145608  0.995144609  0.995144609  0.995133670
majdepp      0.993682322  0.993682691  0.993682076  0.993681441  0.993671464
moodgenc     0.998424871  0.998425354  0.998424549  0.998424549  0.998411377
moodgenp     0.998423844  0.998424009  0.998423521  0.998423199  0.998410277
moodsubc     0.996855438  0.996855891  0.996855137  0.996855137  0.996843483
moodsubp     0.996851438  0.996851578  0.996850811  0.996850811  0.996841491
manicc       0.999972993  0.999973523  0.999972641  0.999974244  0.999960754
hmanicc      0.993705949  0.993706719  0.993705969  0.993705649  0.993695015
manicp       0.992018156  0.992018885  0.992018095  0.992018095  0.992011726
hmanicp      0.993616018  0.993617144  0.993617072  0.993615799  0.993606299
typeiic      0.995229178  0.995230059  0.995229123  0.995228804  0.995215676
typeiip      0.995207878  0.995208824  0.995208100  0.995207460  0.995193148
clinstat     0.018707756  0.018723207  0.018738602  0.018745099  0.018754247
manlast      0.051680211  0.051671803  0.051656495  0.051688807  0.051725856
deppast      0.094527441  0.094517236  0.094510315  0.094458315  0.094427281
mangenc      0.999999359  0.999999840  0.999999040  0.999999040  0.999985958
mangenp      1.000000000  0.999999199  0.999998397  0.999998397  0.999985925
hypogenc     0.999999199  1.000000000  0.999999199  0.999998879  0.999985790
hypogenp     0.999998397  0.999999199  1.000000000  0.999998076  0.999984947
mansubc      0.999998397  0.999998879  0.999998076  1.000000000  0.999986550
mansubp      0.999985925  0.999985790  0.999984947  0.999986550  1.000000000
hyposubc     0.999998717  0.999999199  0.999998397  0.999998717  0.999985604
hyposubp     0.999986962  0.999987465  0.999986948  0.999986948  0.999975806
anxdisc      0.993699843  0.993700296  0.993699541  0.993699863  0.993688174
anxdisp      0.993697759  0.993698217  0.993697454  0.993697776  0.993686281
anxsubc      0.993701554  0.993702004  0.993701255  0.993701255  0.993689027
anxsubp      0.993700499  0.993700951  0.993700198  0.993700198  0.993687906
